srcip,sport,dstip,dsport,proto,state,dur,sbytes,dbytes,sttl,dttl,sloss,dloss,service,Sload,Dload,Spkts,Dpkts,swin,dwin,stcpb,dtcpb,smeansz,dmeansz,trans_depth,res_bdy_len,Sjit,Djit,Stime,Ltime,Sintpkt,Dintpkt,tcprtt,synack,ackdat,is_sm_ips_ports,ct_state_ttl,ct_flw_http_mthd,is_ftp_login,ct_ftp_cmd,ct_srv_src,ct_srv_dst,ct_dst_ltm,ct_src_ ltm,ct_src_dport_ltm,ct_dst_sport_ltm,ct_dst_src_ltm
59.166.0.7,44331,149.171.126.1,80,tcp,FIN,1.004717,1580,10168,31,29,3,5,http,11537.57715,76471.28906,12,18,255,255,3020004113,875610842,132,565,1,3924,9529.221975,7674.774175,1421940809,1421940810,91.303543,59.069708999999996,0.000704,0.000526,0.000178,0,0,1,0,0,2,1,3,4,2,1,1
59.166.0.2,13676,149.171.126.0,53,udp,CON,0.001049,146,178,31,29,0,0,dns,556720.6875,678741.6875,2,2,0,0,0,0,73,89,0,0,0.0,0.0,1421952730,1421952730,0.01,0.008,0.0,0.0,0.0,0,0,0,0,0,1,1,3,1,1,1,1
149.171.126.2,34189,59.166.0.6,36180,tcp,CON,0.008514,428,268,29,31,0,1,-,352360.8125,188865.3906,8,4,255,255,2412952079,238992334,54,67,0,0,2.7074990000000003,0.0014140000000000001,1421948879,1421948879,1.216286,0.003,0.0,0.0,0.0,0,0,0,0,0,2,1,1,1,1,1,1
59.166.0.5,27850,149.171.126.8,24858,udp,CON,0.153114,528,304,31,29,0,0,-,20690.46484,11912.69238,4,4,0,0,0,0,132,76,0,0,65.023652,52.807914000000004,1421930591,1421930591,45.989668,37.346332000000004,0.0,0.0,0.0,0,0,0,0,0,7,10,4,5,1,1,3
59.166.0.7,63022,149.171.126.6,25,tcp,FIN,0.023072,37896,3380,31,29,19,8,smtp,12897018.0,1144244.125,54,42,255,255,4265919506,4266991670,702,80,0,0,23.112385,0.949968,1421940464,1421940464,0.428868,0.548976,0.0007160000000000001,0.000559,0.000157,0,0,0,0,0,1,1,1,2,1,1,1
59.166.0.9,27171,149.171.126.5,22,tcp,FIN,1.586946,9400,12402,31,29,26,31,ssh,46942.99609,61985.72656,106,116,255,255,1883954663,1884296823,89,107,0,0,859.553175,822.818712,1421929175,1421929177,15.110553,13.793887,0.000793,0.000638,0.000155,0,0,0,0,0,1,1,3,7,1,1,1
59.166.0.8,20134,149.171.126.9,64398,tcp,FIN,0.14119400000000001,2958,33044,31,29,7,18,-,164142.9531,1834865.5,48,50,255,255,1935591556,2001166204,62,661,0,0,205.970653,201.831954,1421929533,1421929533,2.99683,2.8702240000000003,0.000704,0.000549,0.000155,0,0,0,0,0,5,7,2,3,1,1,2
59.166.0.4,38436,149.171.126.6,31865,udp,CON,0.0017980000000000001,520,304,31,29,0,0,-,1735261.5,1014460.563,4,4,0,0,0,0,130,76,0,0,0.6347470000000001,0.33329200000000003,1421944470,1421944470,0.454333,0.24066700000000002,0.0,0.0,0.0,0,0,0,0,0,6,7,5,4,1,1,3
59.166.0.0,57414,149.171.126.9,61435,tcp,FIN,0.020546000000000002,3390,40986,31,29,7,22,-,1296602.75,15683831.0,56,58,255,255,3346916880,1203863969,61,707,0,0,19.662411,19.527078,1421932649,1421932649,0.367618,0.35114,0.0006900000000000001,0.000524,0.000166,0,0,0,0,0,7,4,1,4,1,1,1
59.166.0.1,63946,149.171.126.2,15639,tcp,FIN,0.021972,2750,28874,31,29,7,16,-,978700.125,10284726.0,44,46,255,255,1895938212,4045828511,63,628,0,0,30.111832,28.267836,1421945478,1421945478,0.503419,0.47435600000000006,0.000768,0.000616,0.000152,0,0,0,0,0,28,14,15,27,3,3,12
59.166.0.1,1310,149.171.126.2,52364,tcp,FIN,0.402519,5032,3080,31,29,7,7,-,96452.59375,59187.26953,28,30,255,255,1020559286,1288624345,180,103,0,0,845.681174,21.601008,1421938827,1421938827,14.895889000000002,13.860655,0.000691,0.000556,0.000135,0,0,0,0,0,7,8,6,7,1,1,3
59.166.0.6,38374,149.171.126.2,3397,tcp,FIN,0.017959,2646,24316,31,29,7,15,-,1150620.875,10585890.0,42,44,255,255,316251385,316591692,63,553,0,0,25.56951,25.072817999999998,1421931864,1421931864,0.430122,0.4125,0.000799,0.000624,0.000175,0,0,0,0,0,6,5,8,4,1,1,3
59.166.0.5,51387,149.171.126.3,53,udp,CON,0.001047,146,178,31,29,0,0,dns,557784.125,680038.1875,2,2,0,0,0,0,73,89,0,0,0.0,0.0,1421927559,1421927559,0.006999999999999999,0.008,0.0,0.0,0.0,0,0,0,0,0,1,2,3,7,1,1,1
59.166.0.4,7624,149.171.126.3,43605,tcp,FIN,0.020975999999999998,3302,40832,31,29,7,21,-,1236079.375,15294813.0,54,56,255,255,226826228,2379670190,61,729,0,0,0.0,20.422879000000002,1421946216,1421946216,0.38877399999999995,0.37249099999999996,0.000618,0.00048499999999999997,0.000133,0,0,0,0,0,5,8,2,2,1,1,1
59.166.0.9,4573,149.171.126.9,6881,tcp,FIN,0.018315,1540,1644,31,29,4,4,-,630739.8125,678351.0625,16,18,255,255,3351153825,1207504136,96,91,0,0,74.078529,2.006055,1421928104,1421928104,1.200467,1.050059,0.00059,0.00045999999999999996,0.00013000000000000002,0,0,0,0,0,12,10,7,9,6,1,7
59.166.0.6,60552,149.171.126.5,22379,tcp,FIN,0.047852,2542,22432,31,29,7,14,-,414444.5625,3660954.75,40,42,255,255,328424028,394185752,64,534,0,0,0.0,70.346013,1421944924,1421944925,1.2188459999999999,1.154902,0.000618,0.0004969999999999999,0.000121,0,0,0,0,0,5,23,20,5,5,5,5
59.166.0.1,65445,149.171.126.5,64073,tcp,FIN,0.092383,3598,47394,31,29,7,24,-,306463.3125,4037972.5,60,62,255,255,3160001912,3182640856,60,764,0,0,86.262316,83.688467,1421938619,1421938619,1.560102,1.505557,0.0006900000000000001,0.000537,0.000153,0,0,0,0,0,4,5,4,2,1,1,1
59.166.0.2,51210,149.171.126.6,42386,tcp,FIN,0.046618,320,1880,31,29,1,2,ftp-data,45819.21094,282294.4063,6,8,255,255,2925227721,987464700,53,235,0,0,644.887059,15.779767000000001,1421947971,1421947971,9.2586,6.585286,0.000681,0.000518,0.00016299999999999998,0,0,0,0,0,3,6,3,2,1,1,1
59.166.0.7,48236,149.171.126.9,53,udp,CON,0.00105,130,162,31,29,0,0,dns,495238.125,617142.875,2,2,0,0,0,0,65,81,0,0,0.0,0.0,1421954070,1421954070,0.01,0.005,0.0,0.0,0.0,0,0,0,0,0,3,5,1,3,1,1,1
59.166.0.9,50457,149.171.126.2,80,tcp,FIN,1.007156,1580,10168,31,29,3,5,http,11509.63672,76286.09375,12,18,255,255,3154342613,1010002917,132,565,1,3924,9530.172779999999,7676.578101000001,1421936833,1421936834,91.524906,59.211705,0.000654,0.000551,0.000103,0,0,1,0,0,2,4,3,3,1,1,1
59.166.0.1,35297,149.171.126.1,47327,tcp,FIN,0.223473,5928,320,31,29,3,1,ftp-data,194529.0938,9558.202148,12,6,255,255,2526523573,1236065579,494,53,0,0,1733.9172600000002,67.950852,1421954275,1421954275,20.315728,44.575801,0.0005809999999999999,0.000459,0.000122,0,0,0,0,0,1,1,2,3,1,1,2
59.166.0.5,52040,149.171.126.5,62284,tcp,FIN,0.072094,3390,44426,31,29,7,22,-,369517.5625,4844897.0,56,58,255,255,4228309345,4228586420,61,766,0,0,80.164214,77.412974,1421951932,1421951932,1.271582,1.255702,0.000687,0.000509,0.000178,0,0,0,0,0,6,6,1,1,1,1,1
59.166.0.7,13908,149.171.126.3,44483,tcp,FIN,0.024923,2974,31920,31,29,7,18,-,935039.875,10041167.0,48,50,255,255,2454825522,310043647,62,638,0,0,35.277059,36.469539000000005,1421946789,1421946789,0.534804,0.483918,0.001434,0.0012050000000000001,0.000229,0,0,0,0,0,3,4,3,8,1,1,2
59.166.0.8,9445,149.171.126.5,6881,tcp,FIN,0.019384000000000002,1540,1644,31,29,4,4,-,595955.4375,640940.9375,16,18,255,255,2318638947,174746208,96,91,0,0,79.704542,2.0406310000000003,1421928098,1421928098,1.271467,1.113177,0.000583,0.00045700000000000005,0.000126,0,0,0,0,0,7,15,5,6,4,1,4
59.166.0.0,7711,149.171.126.2,43537,tcp,FIN,0.025297,3182,36954,31,29,7,20,-,986994.5625,11470135.0,52,54,255,255,236099425,2391377092,61,684,0,0,35.076572999999996,33.4984,1421943868,1421943868,0.48870600000000003,0.47551899999999997,0.000721,0.000566,0.000155,0,0,0,0,0,4,4,1,3,1,1,1
59.166.0.1,35105,149.171.126.9,53,udp,CON,0.0009570000000000001,146,178,31,29,0,0,dns,610240.3125,743991.625,2,2,0,0,0,0,73,89,0,0,0.0,0.0,1421937474,1421937474,0.002,0.006999999999999999,0.0,0.0,0.0,0,0,0,0,0,1,5,5,2,1,1,1
175.45.176.3,13157,149.171.126.16,54615,tcp,REQ,3e-06,90,0,254,0,1,0,-,119999992.0,0.0,2,0,255,0,0,0,45,0,0,0,0.0,0.0,1421933132,1421933132,0.003,0.0,0.0,0.0,0.0,0,6,0,0,0,19,14,4,5,1,1,4
59.166.0.1,53235,149.171.126.1,80,tcp,FIN,1.240916,1684,10168,31,29,3,5,-,10082.874020000001,61915.55078,14,18,255,255,2717384193,2754469295,120,565,2,192,9393.363141,8223.697086,1421945336,1421945338,95.427615,72.96352900000001,0.000667,0.000531,0.000136,0,0,6,0,0,6,20,16,7,5,5,5
59.166.0.9,56987,149.171.126.7,80,tcp,FIN,1.132692,1684,10168,31,29,3,5,http,11046.250979999999,67831.32813,14,18,255,255,3010030629,861554373,120,565,1,3924,8831.930471,7733.431501000001,1421945369,1421945370,87.102998,66.59547099999999,0.0007,0.0005639999999999999,0.000136,0,0,6,0,0,1,1,15,9,6,6,6
59.166.0.2,7033,149.171.126.8,53,udp,CON,0.001046,146,178,31,29,0,0,-,558317.375,680688.3125,2,2,0,0,0,0,73,89,0,0,0.0,0.0,1421934190,1421934190,0.004,0.009000000000000001,0.0,0.0,0.0,0,0,0,0,0,10,6,3,3,1,1,2
59.166.0.5,22266,149.171.126.7,37852,tcp,FIN,0.27551,8928,320,31,29,4,1,ftp-data,240746.2344,7752.894043000001,14,6,255,255,374460835,3600982666,638,53,0,0,1755.4859420000003,71.257164,1421932020,1421932020,21.193078,54.973397999999996,0.000594,0.00047400000000000003,0.00011999999999999999,0,0,0,0,0,3,3,5,2,1,1,2
59.166.0.0,36879,149.171.126.2,40303,tcp,FIN,0.044974,3182,39694,31,29,7,20,-,555165.1875,6930048.5,52,54,255,255,2555653907,410579391,61,735,0,0,59.343326,57.899322999999995,1421931102,1421931102,0.875863,0.836887,0.000736,0.000608,0.000128,0,0,0,0,0,3,4,1,2,1,1,1
59.166.0.7,11203,149.171.126.9,2627,tcp,FIN,0.002942,320,1900,31,29,1,2,-,726036.6875,4522093.5,6,8,255,255,263431830,2412676231,53,238,0,0,29.703975,0.573864,1421945472,1421945472,0.5256,0.352286,0.000601,0.00047000000000000004,0.000131,0,0,0,0,0,26,15,24,34,4,4,17
59.166.0.0,8652,149.171.126.4,43786,udp,CON,0.0016300000000000002,544,304,31,29,0,0,-,2002454.0,1119018.375,4,4,0,0,0,0,136,76,0,0,0.595384,0.27789200000000003,1421940495,1421940495,0.425,0.2,0.0,0.0,0.0,0,0,0,0,0,7,8,4,4,1,1,3
59.166.0.6,9152,149.171.126.8,8023,tcp,FIN,0.019311000000000002,2958,31784,31,29,7,18,-,1200145.0,12904148.0,48,50,255,255,32446181,2178157957,62,636,0,0,22.684028,21.949729,1421937050,1421937050,0.402638,0.381286,0.0007830000000000001,0.000617,0.000166,0,0,0,0,0,9,5,4,4,1,1,1
59.166.0.0,25154,149.171.126.2,62294,tcp,FIN,0.023044,3614,45396,31,29,7,24,-,1233813.625,15505642.0,60,62,255,255,400709082,2546412967,60,732,0,0,20.946428,19.992883,1421945426,1421945426,0.384932,0.367082,0.000798,0.000642,0.000156,0,0,0,0,0,16,15,18,18,4,4,4
59.166.0.4,8465,149.171.126.6,22,tcp,FIN,1.610882,3728,5474,31,29,7,7,ssh,17937.99805,26052.80859,32,24,255,255,2326500523,2327390923,117,228,0,0,3757.2906009999997,118.750945,1421936388,1421936389,51.963934,70.004867,0.000741,0.000592,0.000149,0,0,0,0,0,1,2,5,3,1,1,1
59.166.0.4,26569,149.171.126.5,53,udp,CON,0.001086,146,178,31,29,0,0,dns,537753.25,655616.9375,2,2,0,0,0,0,73,89,0,0,0.0,0.0,1421937857,1421937857,0.011000000000000001,0.005,0.0,0.0,0.0,0,0,0,0,0,6,3,2,5,2,1,1
59.166.0.0,46471,149.171.126.1,25,tcp,FIN,2.836854,37220,3276,31,29,18,8,-,102945.0234,9009.980469,52,40,255,255,3808330469,1811572209,716,82,0,0,4044.62074,126.97768,1421944998,1421945001,55.617429,72.718586,0.0009939999999999999,0.000825,0.000169,0,0,0,0,0,5,9,10,6,6,6,6
59.166.0.8,51465,149.171.126.3,5190,tcp,FIN,1.064183,2158,1918,31,29,6,5,-,15553.71582,13704.41016,24,20,255,255,1398136349,3548029493,90,96,0,0,3073.650436,3387.942701,1421947600,1421947601,46.268824,55.970789,0.000715,0.000576,0.000139,0,0,0,0,0,4,5,2,3,1,1,1
59.166.0.1,24266,149.171.126.9,41049,udp,CON,0.0018510000000000002,528,304,31,29,0,0,-,1711507.25,985413.3125,4,4,0,0,0,0,132,76,0,0,0.656903,0.328339,1421927415,1421927415,0.47100000000000003,0.23766700000000002,0.0,0.0,0.0,0,0,0,0,0,8,4,2,5,1,1,2
59.166.0.2,40791,149.171.126.6,53,udp,CON,0.001067,130,162,31,29,0,0,dns,487347.7188,607310.25,2,2,0,0,0,0,65,81,0,0,0.0,0.0,1421940418,1421940418,0.011000000000000001,0.008,0.0,0.0,0.0,0,0,0,0,0,2,1,1,7,1,1,1
59.166.0.8,30171,149.171.126.0,6881,tcp,FIN,2.85525,12414,548216,31,29,21,197,-,34619.73828,1532517.375,214,438,255,255,2685759589,546604358,58,1252,0,0,4899.896944,3420.913737,1421931671,1421931674,13.403451,6.532698,0.000576,0.000458,0.000118,0,0,0,0,0,7,12,3,7,2,1,2
175.45.176.1,1043,149.171.126.18,53,udp,INT,1.1e-05,114,0,254,0,0,0,dns,41454544.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1421932573,1421932573,0.011000000000000001,0.0,0.0,0.0,0.0,0,2,0,0,0,5,5,3,3,3,3,3
59.166.0.2,27145,149.171.126.3,13432,udp,CON,0.00296,520,304,31,29,0,0,-,1054054.125,616216.25,4,4,0,0,0,0,130,76,0,0,1.211981,0.263044,1421952221,1421952221,0.861,0.188,0.0,0.0,0.0,0,0,0,0,0,8,5,7,3,1,1,3
59.166.0.0,37734,149.171.126.8,111,udp,CON,0.20537399999999997,568,320,31,29,0,0,-,16594.11523,9348.797852,4,4,0,0,0,0,142,80,0,0,89.55578100000001,89.557664,1421955389,1421955389,63.336999999999996,63.33633199999999,0.0,0.0,0.0,0,0,0,0,0,6,11,3,2,1,1,2
175.45.176.3,19635,149.171.126.15,520,udp,INT,1e-05,104,0,254,0,0,0,-,41600000.0,0.0,2,0,0,0,0,0,52,0,0,0,0.0,0.0,1421931808,1421931808,0.01,0.0,0.0,0.0,0.0,0,2,0,0,0,12,6,2,6,2,1,2
59.166.0.1,6216,149.171.126.1,2823,tcp,FIN,0.019888,3062,33164,31,29,7,18,-,1207160.0,13084070.0,50,52,255,255,218567129,243501350,61,638,0,0,22.988342000000003,22.473419,1421937841,1421937841,0.399204,0.378765,0.000717,0.000556,0.000161,0,0,0,0,0,5,5,3,3,1,1,2
59.166.0.1,57144,149.171.126.8,57938,tcp,FIN,0.528454,4192,3080,31,29,7,7,-,61204.94922,45082.44922,28,30,255,255,2694081947,2720462783,150,103,0,0,1046.506168,26.202635,1421928568,1421928568,19.559778,18.202793,0.000736,0.0005679999999999999,0.000168,0,0,0,0,0,6,7,5,5,1,1,5
59.166.0.5,64728,149.171.126.9,53,udp,CON,0.001131,130,162,31,29,0,0,dns,459770.125,572944.3125,2,2,0,0,0,0,65,81,0,0,0.0,0.0,1421948358,1421948358,0.034,0.008,0.0,0.0,0.0,0,0,0,0,0,2,4,1,2,1,1,1
59.166.0.4,53766,149.171.126.6,33068,tcp,FIN,0.009649,2230,15236,31,29,7,11,-,1795004.625,12281480.0,34,36,255,255,129233548,2274940127,66,423,0,0,16.752343,14.669807,1421953858,1421953858,0.282394,0.256486,0.0008210000000000001,0.000661,0.00016,0,0,0,0,0,7,18,3,2,1,1,1
59.166.0.2,58379,149.171.126.3,65062,tcp,FIN,0.029939,3806,51314,31,29,7,26,-,1001235.875,13503992.0,64,66,255,255,573950660,2719642899,59,777,0,0,25.511582,24.740875,1421928078,1421928078,0.470206,0.451615,0.000711,0.0005740000000000001,0.00013700000000000002,0,0,0,0,0,4,5,3,4,1,1,1
59.166.0.9,17036,149.171.126.4,80,tcp,FIN,1.00476,1580,10168,31,29,3,5,http,11537.08301,76468.00781,12,18,255,255,2486615046,2483464691,132,565,1,3924,9528.155237,7674.1683920000005,1421940243,1421940244,91.295726,59.070115,0.000715,0.0005639999999999999,0.000151,0,0,1,0,0,4,2,2,3,1,1,1
59.166.0.7,44483,149.171.126.5,5190,tcp,FIN,1.941702,3106,27552,31,29,9,14,-,12479.77246,111053.0859,40,46,255,255,1193513917,3339198390,78,599,0,0,3847.6113020000003,0.0,1421943852,1421943854,49.778178000000004,43.136646,0.000681,0.000543,0.000138,0,0,0,0,0,7,6,1,3,1,1,1
59.166.0.8,23084,149.171.126.8,21140,tcp,FIN,0.015194,2438,20826,31,29,7,13,-,1249967.125,10691589.0,38,40,255,255,1871631359,1883784797,64,521,0,0,0.0,21.945364,1421946724,1421946724,0.398162,0.37561500000000003,0.000719,0.000542,0.000177,0,0,0,0,0,6,8,6,2,1,1,1
59.166.0.9,35464,149.171.126.6,21,tcp,FIN,0.779655,2934,3740,31,29,11,15,ftp,29531.01172,37667.94531,52,54,255,255,1286254791,3432699658,56,69,0,0,1412.716083,52.5835,1421941168,1421941169,15.280294,14.700547,0.000656,0.000522,0.000134,0,0,0,1,1,1,2,2,8,1,1,1
59.166.0.1,21312,149.171.126.6,59519,tcp,FIN,0.022914,3390,44426,31,29,7,22,-,1162608.0,15243432.0,56,58,255,255,1319814991,3465520429,61,766,0,0,22.311093,22.479889,1421951798,1421951798,0.410782,0.405727,0.000725,0.000588,0.00013700000000000002,0,0,0,0,0,5,5,4,3,1,1,2
59.166.0.4,42026,149.171.126.7,31966,udp,CON,0.00179,520,304,31,29,0,0,-,1743016.75,1018994.438,4,4,0,0,0,0,130,76,0,0,0.638281,0.30877899999999997,1421950802,1421950802,0.456333,0.223333,0.0,0.0,0.0,0,0,0,0,0,5,5,4,3,1,1,2
59.166.0.5,5057,149.171.126.7,80,tcp,FIN,1.005883,1580,10168,31,29,3,5,http,11524.20313,76382.64063,12,18,255,255,1262488901,1263522320,132,565,1,3924,9530.201582,7676.464111,1421946909,1421946910,91.412452,59.137999,0.0006730000000000001,0.000533,0.00014,0,0,1,0,0,1,1,2,4,1,1,1
59.166.0.4,61359,149.171.126.0,53,udp,CON,0.001045,130,162,31,29,0,0,dns,497607.625,620095.6875,2,2,0,0,0,0,65,81,0,0,0.0,0.0,1421934973,1421934973,0.011000000000000001,0.006,0.0,0.0,0.0,0,0,0,0,0,3,3,6,3,2,1,2
59.166.0.5,35466,149.171.126.7,5190,tcp,FIN,0.008038,2158,1918,31,29,6,5,-,2059218.625,1814381.625,24,20,255,255,3697519070,1548271218,90,96,0,0,19.725238,26.175478,1421947557,1421947557,0.349478,0.382842,0.0007639999999999999,0.000629,0.000135,0,0,0,0,0,4,5,2,1,1,1,1
59.166.0.7,39907,149.171.126.3,5190,tcp,FIN,8.994481,60150,72646,31,29,130,126,-,53379.39844,64466.19922,444,436,255,255,939924215,3089822460,135,167,0,0,1486.59901,1498.715403,1421945255,1421945264,20.348719,20.675625,0.000713,0.000573,0.00014,0,0,0,0,0,37,17,15,37,10,9,9
59.166.0.4,45941,149.171.126.6,48891,tcp,FIN,0.062304,3598,45458,31,29,7,24,-,454417.0313,5742809.5,60,62,255,255,1770754693,3920632254,60,733,0,0,67.385465,65.656802,1421949268,1421949268,1.050017,1.011295,0.0007830000000000001,0.000604,0.00017900000000000001,0,0,0,0,0,11,5,4,3,1,1,1
59.166.0.5,60039,149.171.126.6,18690,tcp,FIN,0.012523000000000001,2542,23122,31,29,7,14,-,1583646.125,14419548.0,40,42,255,255,662032474,667794881,64,551,0,0,18.620971,17.237357,1421947903,1421947903,0.31240999999999997,0.292634,0.000667,0.000519,0.000148,0,0,0,0,0,18,11,5,9,1,1,4
59.166.0.6,26323,149.171.126.7,24130,tcp,FIN,0.039838,5174,87114,31,29,7,39,-,1027561.625,17303680.0,90,92,255,255,319316171,329280216,57,947,0,0,0.0,22.473708,1421947856,1421947856,0.443213,0.43213199999999996,0.000653,0.0005110000000000001,0.00014199999999999998,0,0,0,0,0,10,7,2,2,1,1,1
59.166.0.6,60462,149.171.126.8,6881,tcp,FIN,18.970869,36590,1598568,31,29,53,562,-,15406.7793,673572.5,658,1243,255,255,2369510087,227709611,56,1286,0,0,12961.29722,9432.343671999999,1421945253,1421945272,28.874521,15.274045000000001,0.000616,0.00048600000000000005,0.00013000000000000002,0,0,0,0,0,19,12,10,23,10,10,10
59.166.0.9,6609,149.171.126.3,5271,tcp,FIN,0.177263,4464,2664,31,29,7,7,-,192346.9531,114767.3203,22,22,255,255,566170736,2714588670,203,121,0,0,742.860504,21.749451,1421935676,1421935676,8.42619,8.41681,0.00065,0.0005059999999999999,0.000144,0,0,0,0,0,7,5,4,10,1,1,3
59.166.0.1,6751,149.171.126.4,5190,tcp,FIN,0.092402,1920,4312,31,29,6,6,-,158697.8594,357827.75,22,24,255,255,2178781002,33711049,87,180,0,0,403.593481,386.598665,1421937805,1421937805,4.3825709999999996,3.9913480000000003,0.000746,0.00059,0.000156,0,0,0,0,0,3,8,4,3,1,1,2
59.166.0.7,8051,149.171.126.9,53,udp,CON,0.001011,146,178,31,29,0,0,dns,577645.875,704253.1875,2,2,0,0,0,0,73,89,0,0,0.0,0.0,1421947767,1421947767,0.006999999999999999,0.008,0.0,0.0,0.0,0,0,0,0,0,2,7,5,1,1,1,1
59.166.0.2,49252,149.171.126.5,61834,tcp,FIN,0.268382,8928,320,31,29,4,1,-,247140.2656,7958.804687999999,14,6,255,255,532842272,2916435771,638,53,0,0,1729.905248,70.570125,1421955741,1421955742,20.64477,53.547602000000005,0.000648,0.0005099999999999999,0.000138,0,0,0,0,0,15,14,5,2,1,1,2
59.166.0.9,36740,149.171.126.1,143,tcp,FIN,1.0549600000000001,7816,15130,31,29,30,32,-,58785.16797,113824.2188,122,126,255,255,2650815746,530463776,64,120,0,0,546.164471,541.4877339999999,1421948647,1421948648,8.715463,8.435328,0.000684,0.00054,0.000144,0,0,0,0,0,7,11,1,4,1,1,1
59.166.0.2,6983,149.171.126.9,25,tcp,FIN,0.143716,37262,3276,31,29,18,8,-,2034345.625,177850.7656,52,40,255,255,2288686409,140208642,717,82,0,0,367.49688199999997,12.723552999999999,1421934129,1421934129,2.8110779999999997,3.670846,0.000664,0.0005480000000000001,0.00011599999999999999,0,0,0,0,0,10,12,4,4,1,1,1
59.166.0.9,47909,149.171.126.5,25,tcp,FIN,0.046465,37154,3380,31,29,18,8,smtp,6273970.0,568169.625,52,42,255,255,1290797261,1291996765,715,80,0,0,56.914101,2.4006119999999997,1421941615,1421941615,0.92174,1.084659,0.002193,0.001991,0.000202,0,0,0,0,0,2,2,12,5,1,1,2
59.166.0.7,48985,149.171.126.4,15554,tcp,FIN,0.0033020000000000002,8928,424,31,29,4,1,ftp-data,20087220.0,898849.1875,14,8,255,255,2366475830,2382317593,638,53,0,0,15.682144000000001,0.65649,1421949337,1421949337,0.254,0.378143,0.000588,0.000466,0.000122,0,0,0,0,0,4,4,1,1,1,1,1
59.166.0.8,14779,149.171.126.4,25,tcp,FIN,0.022765,37200,3380,31,29,18,8,smtp,12821437.0,1159675.0,52,42,255,255,4201231199,4202272797,715,80,0,0,24.080895,0.921845,1421942898,1421942898,0.439216,0.542927,0.000634,0.0005,0.000134,0,0,0,0,0,2,3,5,3,1,1,1
